Typee,Pretty Typee,Individual,Tree Size,Tree Depth,Diversity,Semantic Diversity
String,String,"eGBqfwvvTsYYqpZApPoTiqsICBkgUQVMhklAqMLrqfDhjTQXCtiTudTPjhPZnGmj",1,1,350.48,64
String,String,"wHqrYJjMbmiRFZcuGLqfDitXxXHheGOCEVBHgCCeViWheNvJGpjlWtRuuxqWpvzqMfKpSUBWZbkqPqsdlzJCbKtgOXZPrIflgFipsfyQoTjmQRrVAAqJjnEHBOsgCnrektXiKfzOOUOeEwndDVRjntPVWoyycONMDkSMrSrZKagllYMfeAHtozUthtLyUEsrSlJIIOnozcfvpgrYLJWJqbGQCgpNWDzXLJhTOXHsBzikjCULhRvDJoIlKELuGWUxZLHvCRphNMpjrNPYoDJqZJSzNayWwHivykvJauNBBxFHlGIIwLpOilRhJumzdEmSknn",1,1,390.73,323
String,String,"XTjRXqyxiMdhDulJjSuIOOQnztSPIoMcWKcRlgQOubaVeNrBCyNImNfTFMTOqPvkvnPtUEpCNSOTCLdehXfBaxECDIogKhZZD",1,1,359.425,97
String,String,"vPdOhifTbaLYsDQJkEKTofVwctPqbLStkWHzPZvjnxoaFjeBdEFqeEXwCLFcKVJYWQiQASQvXoSVbJHiviMdeFtLDIGY",1,1,358.134,92
String,String,"NGzwwWLDPLBrHXCtpbMKAoPZsQQtUThzheetKeUKDfHtVivfNRkFAhzmmyfRpIUfzzxlwZnluhPPpeMrUJiNsjCwQiAIgvlDqgJQpWMmjCFrhpPEEOtT",1,1,364.298,116
String,String,(if True then "MSpjVlcjBdtyGLGlSnBDMBmBvZJYzDDBzcQTdzmSQQVHlCpkHxYMmVpOfFjrbAWuouHsknmzpxneOhQXSLk" else "oALrHgcZISUDEWiFnqhQPzMJDGawbCdLwrORXILVkmwHYYlSQUGhVTlbyWmAfDPTaSJrRUhmyTnSxHcrsHXPnQsVngMVySgmcNUuAAmILHeKrFGXItATbT"),4,2,452.936,83
String,String,(if (if False then (if False then True else False) else True) then "xhKroqXpbIkpKcKwUXcfZytQDMYoPthCcxdJuGerVXtYZyfvmrstRRftSaMQPnOGXNOhzZmYPcZETqOvtudGxMvXaSXfxBbvceKRiwzVNPuAwwDhqdRr" else "mTFYpxPwhiidaQEZMhxrasGFmaPcZmLfIexFKCSTBZLjjFhbuKgKXAZeTrkmnnpfkQmDKkfcsugecsgQfnLDWvkhmuXmekHEuodmIirVlhPoWzE"),10,4,923.366,116
String,String,"efExrgZAPMBIqOhaGjPXUAUjcPJjKUaSQAmiPKaISdXvWQBaWRSVObmiPhzjMESPnIzKypaAZrYItfeGTrNFNhmIhcCXDOYXduByqdwGxjbcoHiztaHTYbRnVoNCVFbrxGjSaGfBZpkKJhhuefErmnQoqNVHYRpYJifzMRtw",1,1,374.983,168
String,String,(if (if (if False then False else False) then True else False) then "sAIWDrFAwNa" else (if (! False) then "uRRtWugebteSdBSvYdsPoHAEYhgvgnWPGzBExsaTdnonbfHZTgbbNfivbhJODyjJFoWooYKOQfSuJspUFAWUhoFzfsZkePoaIBti" else "YxqunkWpwVEcnbqPSOLxFvQjknJhWQTkjcgnfRgIXCIZrNQZhtqcolKHeWsAwxNOyYgeOKUMPWLdLsbiqixWLQHCBpKNlFMALHBktTBLUKWgHhqgjihKFtGqiHgBpTEFFXFCfrcuOPKofaaKixYhQSmujuaHvHGPyk")),15,4,1371.506,100
String,String,"CxYmSmNmKOJwqvHqMYt",1,1,339.966,19
String,String,((\fresh_7:Integer -> "eDXfKERdMLigcNCBuiiMKONWSeOKuMM") 115),4,3,460.074,31
