Typee,Pretty Typee,Individual,Tree Size,Tree Depth,Diversity,Semantic Diversity
Integer,Integer,374,1,1,5715.845,374
Integer,Integer,-514,1,1,5725.493,-514
Integer,Integer,((\fresh_1:Boolean -> 230) True),4,3,5701.601,230
Integer,Integer,-102,1,1,5710.886,-102
Integer,Integer,((\fresh_2:Integer -> 161) (if True then (if ((\fresh_3:String -> False) ((if (if False then False else False) then (\fresh_4:Integer -> "jlcYBRluhOAmrhgFPVBFmxXvWMBIbjKZNkuBIFTgzSjQBAnWwraEvIqBwLOzCAkHFWXWoXNtkErxkoDQZEDfA") else (\fresh_4:Integer -> "hdUhsDPPbRuzRoxQzdXcfhuLLJjoblBMAwpMUeMpkdrDHoiGSVtsumUwcGpIjxdcshfBlYemdjOKbVoYKAklOBTOFuezXDTiOYTMysxFQCGNDkfPkABEAS")) ((\fresh_5:Boolean -> 473) (! False)))) then ((if True then (\fresh_11:Integer -> 698) else (if False then (\fresh_11:Integer -> -193) else (% -196))) ((if False then (if False then (\fresh_12:Integer -> -208) else (\fresh_12:Integer -> fresh_12)) else (\fresh_12:Integer -> fresh_12)) 105)) else ((if (if True then (if (if False then False else True) then False else True) else False) then (\fresh_29:Integer -> fresh_29) else ((\fresh_48:Boolean -> (\fresh_29:Integer -> fresh_29)) (if False then True else True))) (if False then -287 else -242))) else 670)),76,9,9060.004,161
Integer,Integer,(((if (if True then False else False) then (if False then (if False then (if (! False) then (\fresh_54:Object -> (\fresh_53:Boolean -> 21)) else (\fresh_54:Object -> (\fresh_53:Boolean -> -169))) else (\fresh_54:Object -> (\fresh_53:Boolean -> 594))) else (if False then (\fresh_54:Object -> (\fresh_53:Boolean -> 112)) else (if (if (! False) then False else False) then (\fresh_54:Object -> (if True then (\fresh_53:Boolean -> 164) else (\fresh_53:Boolean -> 371))) else (\fresh_54:Object -> (\fresh_53:Boolean -> -899))))) else (if False then (if (if (if True then (if False then True else True) else True) then False else (if False then False else ((\fresh_134:Integer -> False) 181))) then (\fresh_54:Object -> (\fresh_53:Boolean -> 861)) else (\fresh_54:Object -> (\fresh_53:Boolean -> (if fresh_53 then -750 else -199)))) else (if False then (\fresh_54:Object -> (\fresh_53:Boolean -> (if (if fresh_53 then False else False) then -445 else 256))) else (\fresh_54:Object -> (\fresh_53:Boolean -> -15))))) -214) False),90,10,10049.951,-15
Integer,Integer,(if (if True then ((if False then (\fresh_355:Double -> (if False then False else (if True then True else (if True then (if True then True else True) else False)))) else ((if (if (! False) then True else False) then (\fresh_367:Integer -> (\fresh_355:Double -> (if True then True else False))) else (\fresh_367:Integer -> (\fresh_355:Double -> (if True then False else True)))) ((\fresh_368:Top -> -155) "DuJLLbLoHwvrOdnWGupLYWpRZIQhybRYlJWgQTjNmEbLoTGdtpIFUuC"))) -335.43041844206755) else (! (if ((if False then (\fresh_408:Integer -> False) else (\fresh_408:Integer -> False)) 159) then True else True))) then (if ((if ((\fresh_413:Boolean -> True) True) then (if ((And (! (! False))) False) then ((\fresh_420:Boolean -> (\fresh_412:String -> False)) False) else (\fresh_412:String -> (if (! (if False then False else False)) then (if False then False else (! False)) else False))) else (if True then (if True then (\fresh_412:String -> True) else (\fresh_412:String -> True)) else (\fresh_412:String -> (if False then True else True)))) "CDBWTItRgJNZrNykLAeOojvWZOsInFqsfMRiCkHRaksAPrkSTbAOQCcWrCJhXCqIbEhJnnmhJsyyVZhBMKvkLcbVZBpwqhyQeDmcOzjcCnnwGPeEnmBJxpOmcajwQOnNzdFuXcnGlrVosstORQcIaYMAzdquPrZkoSuNplJUMSyucqMADBswNhJOJRWDptZFyzcw") then -100 else 299) else -376),112,10,11639.181,-100
Integer,Integer,((\fresh_433:Boolean -> -301) False),4,3,5703.989,-301
Integer,Integer,227,1,1,5715.898,227
Integer,Integer,-67,1,1,5713.317,-67
Integer,Integer,-204,1,1,5710.078,-204
Integer,Integer,(if (if (if False then (if False then ((\fresh_434:Top -> False) "hkLQxJGAjmAnJPQkutUWdkNnxKSrSwEFuzDMFQcwUAEkclTwombfkKLKgRDrKYRxL") else ((\fresh_457:Top -> (if False then True else (! False))) (--> True))) else (((\fresh_469:Integer -> ((\fresh_547:Boolean -> (\fresh_460:Double -> True)) True)) -175) ((\fresh_461:Integer -> ((if (! True) then (\fresh_467:Object -> -656.0264085016785) else (\fresh_467:Object -> 451.7280649051149)) True)) ((\fresh_462:Integer -> -37) 529)))) then True else (((\fresh_561:Integer -> (\fresh_548:Top -> False)) (if ((\fresh_562:Integer -> True) -234) then (if True then 128 else -76) else (if ((if False then ! else !) False) then 348 else -325))) ((if (if False then ((if False then (\fresh_550:Integer -> False) else (\fresh_550:Integer -> False)) -284) else False) then (\fresh_549:Object -> (if True then -489.14840003303806 else 385.6878726550719)) else (if True then (\fresh_549:Object -> "XtpYtlqWYIovTUdiPXertkvQQdUBenTMRwqhzabctRjcVWPepLnRZyxLbbSFtYTOavWkEuUbmViLtkvrvYcUIkHCPAuLp") else (\fresh_549:Object -> (if False then "BhQQXBGVIQyHIkIGhPfxQGWcCUgAKhJqexWDszyrKwzFuRSjetNjyoEfMfvweKQZWPJNKYamVrKTxJEHyfRbO" else -334.93857494631135)))) -1220))) then ((\fresh_575:Integer -> 361) (((if True then (if (! True) then (\fresh_577:Integer -> (*Int 181)) else -Int) else (if False then % else *Int)) (if (((if True then >=Int else !=Int) -314) -140) then -92 else (if (! False) then -210 else 471))) -313)) else (if True then 462 else 912)),139,10,13861.262,361
Integer,Integer,-350,1,1,5717.524,-350
Integer,Integer,(if True then ((if True then (if True then (\fresh_592:(fresh_591:String -> (Integer)) -> (if True then -108 else -555)) else (if (! False) then (\fresh_592:(fresh_591:String -> (Integer)) -> 724) else (\fresh_592:(fresh_591:String -> (Integer)) -> ((\fresh_639:String -> (if False then -93 else -40)) (if False then "ULUfyFwopvBmZpqVzxKIOQnsPbtpejSgDRtuIreXjwyEKdsNvagKRUHvVxXXoPSiXhUoKzHKmIXuheIATiqPCkyfyySddpEKKYCxdjExdIVgZMJmv" else "VIwdfAsaVdixRdAMfGWjfZwaeodJpyPybTqwz"))))) else (\fresh_592:(fresh_591:String -> (Integer)) -> (if False then (if True then -107 else (if False then (if True then (if True then 51 else -584) else -83) else 90)) else ((if True then (\fresh_642:String -> -252) else string_length) "OestueCTvmYhKDHwgGggsavxGdoUxmbdWViKWfpFeOKFoGtPnaCjSfPnvVkjgwfdXeieoMDxllLtyjJWZPuKUrctAJMrEOpqrknwMvyPYVxvrXgxZl")))) (if False then string_length else ((if (if (if True then True else True) then (if False then True else True) else True) then (if False then (\fresh_593:Object -> string_length) else (\fresh_593:Object -> (\fresh_591:String -> 764))) else ((\fresh_628:Boolean -> (\fresh_593:Object -> string_length)) True)) -144))) else (if True then -260 else ((\fresh_646:Top -> 300) 222))),87,10,9889.501,-108
Integer,Integer,500,1,1,5728.365,500
Integer,Integer,265,1,1,5714.437,265
Integer,Integer,-187,1,1,5707.694,-187
Integer,Integer,((if False then (\fresh_647:Integer -> (if True then 450 else (((\fresh_660:Double -> (if (if True then True else False) then (\fresh_648:Object -> 220) else (\fresh_648:Object -> fresh_647))) (if (if True then False else True) then 35.63521146315053 else (if True then -526.7995918241355 else 37.60685381467217))) ==))) else (if (if True then (if True then (if False then True else (if True then False else (! False))) else ((\fresh_666:Top -> (if (! False) then True else False)) -610.7757526761105)) else ((if False then (\fresh_671:String -> (if (if False then True else True) then False else False)) else ((\fresh_677:Top -> (\fresh_671:String -> False)) "ZkcKCgyVdUGutjcBOlEuqwlixHlfgGQwEpvbMfhJWMaNMdjyvcIhEpAAOhhgtHxJKYWvkxwrkgMLlhwETaUxmolbVzkQADXdSCIOFIcXmuDHSvLdtDATGOTiTfBbnBo")) "ZvxVvPmkZBuTONHjhRXpJaziBjFlPBLyQOjAaGjCEEkvvVhplgjqhDxBvyTlYCQFolceSRNQuqHaFImfivtcE")) then (((\fresh_679:Double -> (\fresh_678:Double -> (\fresh_647:Integer -> (if False then fresh_647 else fresh_647)))) -123.12847083599168) 485.7239425648408) else (\fresh_647:Integer -> 100))) 62),84,10,9724.879,100
Integer,Integer,(if False then (if True then 46 else -9) else -414),7,3,5760.81,-414
