Typee,Pretty Typee,Individual,Tree Size,Tree Depth,Diversity,Semantic Diversity
(x:Integer -> (Integer)),Abstract Integer,(\x:Integer -> -978),2,2,2725.689,-978
(x:Integer -> (Integer)),Abstract Integer,(if (if ((\fresh_1:Boolean -> ((if True then ! else !) fresh_1)) False) then (if False then (! (if True then False else False)) else (if ((==Int 357) -431) then True else False)) else ((\fresh_6:Integer -> False) (if (! True) then -140 else (if True then 359 else 157)))) then ((if False then (\fresh_8:Boolean -> (\x:Integer -> (if False then x else -201))) else (\fresh_8:Boolean -> (\x:Integer -> x))) (if True then (if True then False else False) else False)) else (if False then (% (if (! True) then 660 else ((\fresh_18:Integer -> fresh_18) -226))) else (if True then (if True then (\x:Integer -> -88) else (\x:Integer -> x)) else (\x:Integer -> ((\fresh_22:Double -> -216) 181.8146013876915))))),84,7,7457.056,-88
(x:Integer -> (Integer)),Abstract Integer,(((\fresh_38:Boolean -> (\fresh_23:Boolean -> (\x:Integer -> x))) True) (if (if True then ((if False then (if True then ! else !) else !) (if (! True) then True else True)) else False) then ((\fresh_30:Integer -> True) 641) else (if False then (if (! (! False)) then (if True then True else True) else True) else ((\fresh_37:Integer -> True) (if False then 428 else -197))))),49,7,4686.793,42
(x:Integer -> (Integer)),Abstract Integer,(if False then (if True then (\x:Integer -> 228) else (\x:Integer -> 312)) else (if ((\fresh_156:Integer -> False) (if False then ((\fresh_157:Boolean -> 270) False) else 785)) then (if False then (if (if True then True else True) then (\x:Integer -> x) else (\x:Integer -> x)) else (\x:Integer -> 1164)) else (\x:Integer -> ((if True then (\fresh_173:Integer -> -755) else (-Int 288)) -426)))),42,7,4141.565,-755
(x:Integer -> (Integer)),Abstract Integer,(if (if (if True then True else True) then False else True) then (\x:Integer -> (if False then 49 else 369)) else (if (if ((if True then (!=Int 663) else (\fresh_177:Integer -> True)) ((\fresh_178:Boolean -> 312) False)) then False else True) then (\x:Integer -> (if True then 1435 else -143)) else (\x:Integer -> (if False then 218 else x)))),39,7,3927.739,42
(x:Integer -> (Integer)),Abstract Integer,(if False then (\x:Integer -> x) else (\x:Integer -> -683)),6,3,2552.507,-683
(x:Integer -> (Integer)),Abstract Integer,((if True then (if (if False then True else False) then (\fresh_180:Boolean -> (if fresh_180 then (\x:Integer -> x) else (\x:Integer -> 494))) else (\fresh_180:Boolean -> (\x:Integer -> x))) else (if (! True) then (\fresh_180:Boolean -> (if (if True then True else True) then (% -637) else (\x:Integer -> x))) else (\fresh_180:Boolean -> (\x:Integer -> 474)))) True),37,7,3752.597,42
(x:Integer -> (Integer)),Abstract Integer,(if False then ((if (if (if False then True else True) then True else (if False then True else False)) then ((\fresh_229:String -> *Int) "glZeUFvmdSNl") else (if True then -Int else *Int)) (if True then -263 else (if False then -3 else 485))) else (\x:Integer -> -683)),31,6,3414.852,-683
(x:Integer -> (Integer)),Abstract Integer,(((\fresh_231:Integer -> -Int) -299) -602),6,4,2685.656,-644
(x:Integer -> (Integer)),Abstract Integer,(\x:Integer -> -446),2,2,2708.243,-446
(x:Integer -> (Integer)),Abstract Integer,(\x:Integer -> (if True then 38 else (if True then x else x))),8,4,2609.539,38
(x:Integer -> (Integer)),Abstract Integer,(if ((if False then (\fresh_235:Integer -> True) else (if True then (>=Int -611) else (\fresh_235:Integer -> True))) 110) then (if ((\fresh_243:String -> True) ((\fresh_244:Boolean -> "HpSPtOmhDmomeFdyiPRYlMk") False)) then (if (if False then True else (if False then False else True)) then (-Int 287) else (\x:Integer -> (if False then x else x))) else (if (! (! False)) then (\x:Integer -> x) else (\x:Integer -> (if False then 1163 else 612)))) else (if False then (\x:Integer -> (if ((\fresh_263:Integer -> False) x) then 291 else -170)) else (if (if False then False else False) then (\x:Integer -> -782) else (\x:Integer -> x)))),70,7,6277.987,42
(x:Integer -> (Integer)),Abstract Integer,(((\fresh_275:Integer -> (\fresh_271:Boolean -> (*Int 475))) (if (! True) then -225 else 703)) (if (if (! True) then False else True) then ((if True then ! else (\fresh_274:Boolean -> True)) (if (if True then True else False) then True else False)) else True)),34,6,3723.973,19950
(x:Integer -> (Integer)),Abstract Integer,(if False then ((if ((if True then ! else !) (if True then True else True)) then (\fresh_289:Boolean -> (if False then (\x:Integer -> x) else (\x:Integer -> -7))) else (\fresh_289:Boolean -> (\x:Integer -> x))) True) else (if True then (\x:Integer -> x) else ((\fresh_311:Double -> (/Int 170)) -24.496634571958324))),34,7,3596.781,42
(x:Integer -> (Integer)),Abstract Integer,(\x:Integer -> 37),2,2,2699.608,37
