Typee,Pretty Typee,Individual,Tree Size,Tree Depth,Diversity,Semantic Diversity
String,String,"mczZiMLriFM",1,1,5803.372,11
String,String,"kpDDcCSOEnexHlkBOHGQweEzKjqgZyANcoyYIcmWNjYsYLWQXxTvEOMvTbffiXxmBjIKfbmrnVXYrEKhaPxwcHcBqyWjimfXUvOAcQUdQycsJlCkcUUkOnUplRkdKuYvakICWbxiJxiUwCerUAJzFCtRHVfdgstecVkSXiVfdovUYnWUVAHrhwhaXEtcKWEjrnpfUctKyiBdcTOO",1,1,5855.809,208
String,String,"SkaVVeOAuKuduLfWVbgDzplByFIXNDvjqvWmXRTymsuhgETdnUmdGCTOljTXdvYtcyqQO",1,1,5822.727,69
String,String,((if False then (if (if False then ((if False then (\fresh_2:Object -> False) else (\fresh_2:Object -> False)) False) else (if ((\fresh_6:Integer -> True) 268) then (if (if (if False then True else False) then (if False then False else False) else False) then True else ((\fresh_11:Boolean -> True) (if False then False else False))) else ((\fresh_12:Integer -> (if True then False else True)) 548))) then (\fresh_1:Integer -> (if ((\fresh_13:Integer -> True) fresh_1) then "IOlPHiSDoalrqcNsHkfoAGTV" else (if True then "OWhyzAKVERoQairpTkkGcaRPWgyCjsnGDYUrvgFsAuvwfOravYqRQVWqlSwcK" else "zDPmCkmGWcthHcfTYvSmfOBfDwyzgWruJWsbgadgqzVUoOiscfQIlfsMXVvtclTRYfQON"))) else (if (if True then (if (if (! False) then True else (if True then False else False)) then ((>=Int -102) -239) else (if False then (! (if False then True else False)) else True)) else (((if False then (\fresh_20:Integer -> !) else (\fresh_20:Integer -> !)) 23) False)) then (if ((\fresh_21:String -> False) "FXoGwjCGCooJoyunyJDvBGdypVeLZNcowXUhNEiVmhFMMXaOUJwzKGlAEtEWzBlDLosSUaNQmKzShofBUgEwbw") then ((\fresh_48:Double -> (\fresh_1:Integer -> (if True then "dJcHeXWDToPKWNztuqyHxUdtcywMedLevHsMTnGXpgIvrLevpTIAKiAvMhlCBSPHVP" else "XDuTLmNDSWIeyyAeefPDiaPCkLZPwQuiMc"))) 299.3296121554673) else (if True then (\fresh_1:Integer -> "kHKXMvRTXeBgNWIOuvDVTpMjAIxCbpfyteh") else (\fresh_1:Integer -> "UbAHSBRIBvcElUIzAmxTBttjuIrwUgUKwMGCrIBwoLxTQQIxqVSwSVOxcZgrkcvxxqTXSabkmXUsfmCxFEoGadasXgKUlshMBlUgOjHFFlEhoLZxFurmrDQeMMZtqNDeZrSbh"))) else (\fresh_1:Integer -> "amSTLsay"))) else (if (if True then False else True) then (\fresh_1:Integer -> "LSpzxcTaUpHbOOoguOyOGNTBfVjJBxfxhZJlhwgSWRUtkUvlrnfDasQPqPDiySurfrFRgUnMlqqxLaZowOhFQNHgSCUAyicZLbcccdUhzFrgMsYKJpiJGyvFYhJmVDRfpfeVPikYkUIFTmGpQxOrEjXlcjRZTlpkRmqqj") else (if True then (if True then ((\fresh_67:Boolean -> (\fresh_1:Integer -> "jywIBewSnngdGlKZVpfzymJYpIfAXBsFVQMztMnJTeFwPwuwCuzEatSVajNlvpeuXOQZHPOKfEnsZPGmDjTcrVMsECtptEEnrGxkgIkamYrZZtVZAAStpzzQPgRGJZypDbugYlYEAVcEEwsSBWsNtUIfeBElltZmAkrWltJQmdfqfswKhvzgIkJyTZsjUNPIdAjuotjfWMshztWWoTTPqikNWpNuYoiCoXjPaYDVbkUxRpmsfyMTMPxilLKGICoWPrIhIFVCKyzcKzpwFUZlwJALubTKkfdYaFJtnEQHeJNPmFLpROZeMnMdOcBNikGMfpquegTPPmDXKNSDlebzvWDDKyYhvUfDSdgsllICmNNAIUwvQdgUdQqUdwrOShe")) True) else (\fresh_1:Integer -> (if (if True then False else False) then (if False then "ulllJQxwohKmYjAfiJifpDKUVLtEiTfLtbwuOPeQUziabbRKteUfUzfyVYbZydvQzsUnVRbkyhue" else "jovyFEYuepjiiXAepUcdbXpkOLXPnjysCGhJvpHQfSkJNNIneQJZTeKPHKXgUWoOrgTxypCpTXiwZNgKWOCYzQVmCpgfVTlHuWnR") else "KgyfepSPXjWicLGrHrvrCMytoanCExKyHlPUkYcREQqvqPcZGmAAgXgJHeyKcwmWbYQNG"))) else (\fresh_1:Integer -> "SPFoYYRvvQZ")))) 566),144,10,14139.159,383
String,String,"RxFUjwDrcjlhUKbqPRkkgECLqbSIBfDeVAClRpBz",1,1,5812.494,40
String,String,"FWSilnt",1,1,5802.508,7
String,String,(if False then (if ((\fresh_76:Object -> (if (if True then True else False) then ((\fresh_80:Boolean -> False) (if True then False else False)) else (if (if True then True else False) then (if True then False else (if True then False else False)) else False))) 16.70840581632072) then (if False then "HVlIMVVlKLcuQvVhyHiGqXQzSVRy" else "nxtMicqCiUDbWyATKBHEIVdavFebytyXaktfAMJVhpTWIzPneDGIP") else "fWXEzZjasdeUWGgyozZyGmmKjXXIsNvTbhHIzQcnOUYNlhLguRjTTZFqKdeNWfqOaYIVUHMuJusrbvbdAOlNanhtBJzGVsczJJKuYXHYnlHnpRrkrWj") else (if True then "XPqKepisfkRrTgMgnkfUiZnFOvPkVuqtIFugqPIOORxAWaWxKtatdHMBuLzscdtGaMPSEIeJPRUHvQzKnIFcXQlCONpUBMsidniuuofkxIwlkYnCqjgqMTGqWgIEFJdlRASEpRnq" else (if (((\fresh_88:Boolean -> (\fresh_87:Object -> fresh_88)) ((\fresh_89:Integer -> False) (string_length ((\fresh_91:Object -> "yrAlhDvIXhzQZgFGdPHyoKDZuZznkaxUtCfELENPspLujIUIUMEDH") (if False then -187.50908045225964 else False))))) "ijPRRPKJCaPjzXbfXuJYrBqziZPsiZHtBFgPcIeQPVNWqaREPBiPFnRghpnwsrgfOt") then "HFRKKKHzhNmnFbQTdJTDgHIbrPunkhBZJwdMKXefPdDhdIcIFVcTiLvMzHEirFj" else "NDBCYaZeGFlYwCozVHWTYeOWhONWSmHzANSGcoItTioTQjXDxFQWMHlUpmHnlRFhOeTPKWlIGUkCEZOfoaHctylmGpIuHOwWipTBuhBqBbFkpMMPYuVrGOvCgpmgWgzbqWbXbjSUpXuOAkHeARmvDsNMzBlgPkgYDUKWrdDByXEmVFgAnXQVKWbffayUvgIyMtzYBpzYZKEnoqWwIaa"))),60,10,8358.126,136
String,String,(if ((\fresh_95:Integer -> True) ((if ((if True then (!=Int -396) else (!=Int 433)) (if (! False) then 141 else 264)) then ((if (if (! False) then (if True then True else False) else True) then (\fresh_111:Boolean -> (*Int (if fresh_111 then -600 else -309))) else (\fresh_111:Boolean -> (if False then (+Int -335) else (+Int -225)))) False) else (\fresh_96:Integer -> 114)) -499)) then "ljIXUbJB" else "fLeveolqVmWixOAMDpAJUISmvbXKXjysyL"),54,10,8129.88,8
String,String,((\fresh_123:Boolean -> (if (if False then True else (if False then (if True then False else True) else fresh_123)) then (if False then "HXxKkXigIrruPWbiaepPyjWZiLntXqGAJxOyArbgZspUkoUeDbLMbUDKQmKNZeesQgNLtAXEd" else (if (if fresh_123 then True else True) then "lNZHwELUXzWr" else ((\fresh_124:Boolean -> "xTtwunTCpGJlsoLpsiyPZFAcTJfzSldwIYHYSRKUdvvVBALNtJBkYSBYhLqLOAHNRLfYjkzgBbremXNFhUFMVyINvTpIaNYZFxlcEybxsaSXLXey") False))) else (if (! False) then "iZdrSZaWlWOfsBApVzugeDHxOJmAXBQqLTGLrEwmLKZkWlrvgTYgDUXmuHdhLKgncLVpPpdfcjvOXazOYetEPG" else (if ((\fresh_130:Integer -> True) ((if True then (\fresh_131:Boolean -> -71) else (\fresh_131:Boolean -> -751)) True)) then "M" else "nOCVyryUeqDLPLhzGlWSPxRnAggXGIrYkeLJIExnNQgpAEzOtErOIzAlIyUvphaWpmJsVpdctaijEZFzLEINwDYulXLAzKDIuRCEfRprQDQSndhgUvHBBGoxrtIhPpoDuwOoCaLnByYpcwXtEWWcsQoFEvsyQfHXACOXdexgyOkQbrsgmgvwENSRhticRgiLOppZkdCpy")))) True),46,10,7434.122,12
String,String,(if (if True then (! True) else (if (if False then True else (if (if True then False else True) then ((\fresh_134:Top -> False) 89.12389765783836) else (if False then True else False))) then False else True)) then (if False then (((if True then (\fresh_152:Boolean -> (\fresh_143:Boolean -> "ngOaYscdXtchsdx")) else ((\fresh_191:Boolean -> (\fresh_152:Boolean -> (\fresh_143:Boolean -> "FKBvWVceZgHrlgabwtZZAULVbIVAJWdNbQfvAea"))) False)) True) (if False then (if True then False else ((if False then (&& (! False)) else !) ((\fresh_149:Integer -> True) 229))) else True)) else (((if True then (if (! True) then (\fresh_196:Boolean -> (\fresh_195:Integer -> "bO")) else (\fresh_196:Boolean -> (\fresh_195:Integer -> "kZITRLbZrEGtARUBoIvfBSDUwOiPoVyJkoOPExNlTzSuEaOsrmTFhgLc"))) else (\fresh_196:Boolean -> (\fresh_195:Integer -> "jHgxufjMIOMaeNbHVptbrQPFQWJxJXlOxmUOFKdUMdSbUmUqVSZpdCbPEnCgR"))) False) 53)) else "EgvLnpUPPbzwunKjNggyHussxNbLiKkuZLzlTSLxDzAXcGO"),80,10,9485.991,47
