Typee,Pretty Typee,Individual,Tree Size,Tree Depth,Diversity,Semantic Diversity
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(if (! True) then *Int else *Int),6,3,587.0,1764
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(\a:Integer -> (if True then (\b:Integer -> -492) else (\b:Integer -> b))),7,4,661.129,-492
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,-Int,1,1,256.0,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,-Int,1,1,256.0,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,-Int,1,1,256.0,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,-Int,1,1,256.0,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,+Int,1,1,262.0,84
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(\a:Integer -> (-Int 256)),4,3,427.982,214
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,+Int,1,1,262.0,84
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,-Int,1,1,256.0,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(\a:Integer -> (if (if True then False else False) then (\b:Integer -> a) else (*Int 350))),11,4,994.209,14700
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,+Int,1,1,262.0,84
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,*Int,1,1,262.0,1764
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,+Int,1,1,262.0,84
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,-Int,1,1,256.0,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,((\fresh_19:Boolean -> (if True then *Int else -Int)) True),7,4,627.0,1764
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,-Int,1,1,256.0,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(\a:Integer -> (\b:Integer -> b)),3,3,382.0,42
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,-Int,1,1,256.0,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,+Int,1,1,262.0,84
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,*Int,1,1,262.0,1764
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,-Int,1,1,256.0,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(if (if True then False else False) then +Int else (if True then *Int else /Int)),10,3,912.0,1764
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,+Int,1,1,262.0,84
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,((\fresh_21:Boolean -> *Int) False),4,3,436.0,1764
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,*Int,1,1,262.0,1764
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(if False then /Int else *Int),4,2,415.0,1764
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,-Int,1,1,256.0,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(\a:Integer -> (if True then (\b:Integer -> 622) else (\b:Integer -> 256))),7,4,661.169,622
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(\a:Integer -> (\b:Integer -> (if False then 67 else a))),6,4,583.702,42
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,+Int,1,1,262.0,84
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,-Int,1,1,256.0,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,-Int,1,1,256.0,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,*Int,1,1,262.0,1764
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,*Int,1,1,262.0,1764
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,*Int,1,1,262.0,1764
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,*Int,1,1,262.0,1764
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(\a:Integer -> (\b:Integer -> -656)),3,3,381.803,-656
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,*Int,1,1,262.0,1764
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,+Int,1,1,262.0,84
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(if False then /Int else +Int),4,2,411.0,84
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,-Int,1,1,256.0,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(if True then (if False then -Int else *Int) else /Int),7,3,625.0,1764
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,*Int,1,1,262.0,1764
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(if False then *Int else *Int),4,2,412.0,1764
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,+Int,1,1,262.0,84
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(if False then /Int else +Int),4,2,411.0,84
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,((\fresh_35:Boolean -> -Int) True),4,3,420.0,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(if (! True) then +Int else -Int),6,3,556.0,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(if True then *Int else /Int),4,2,417.0,1764
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,+Int,1,1,262.0,84
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(if False then % else (\a:Integer -> (\b:Integer -> -527))),6,4,593.471,-527
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,-Int,1,1,256.0,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,-Int,1,1,256.0,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,+Int,1,1,262.0,84
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,+Int,1,1,262.0,84
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,+Int,1,1,262.0,84
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(\a:Integer -> ((if False then /Int else -Int) -225)),7,4,639.32,-267
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,-Int,1,1,256.0,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,+Int,1,1,262.0,84
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,+Int,1,1,262.0,84
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(if True then (\a:Integer -> (\b:Integer -> -42)) else *Int),6,4,571.158,-42
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,-Int,1,1,256.0,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(\a:Integer -> (\b:Integer -> 149)),3,3,381.51,149
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(if ((>=Int -207) -205) then (if (if False then False else True) then -Int else *Int) else -Int),14,4,1285.113,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,*Int,1,1,262.0,1764
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(\a:Integer -> ((if False then /Int else +Int) -365)),7,4,644.059,-323
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,((if False then (\fresh_59:Integer -> +Int) else (\fresh_59:Integer -> +Int)) -196),8,4,731.059,84
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,-Int,1,1,256.0,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(if True then -Int else %),4,2,411.0,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(if True then -Int else %),4,2,411.0,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,+Int,1,1,262.0,84
