Typee,Pretty Typee,Individual,Tree Size,Tree Depth,Diversity,Semantic Diversity
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,False,1,1,47.0,0
Boolean,Boolean,True,1,1,53.0,1
Boolean,Boolean,True,1,1,53.0,1
