Typee,Pretty Typee,Individual,Tree Size,Tree Depth,Diversity,Semantic Diversity
(x:Integer -> (Integer)),Abstract Integer,(\x:Integer -> 491),2,2,376.758,491
(x:Integer -> (Integer)),Abstract Integer,(\x:Integer -> ((\fresh_2:Double -> x) 533.1294698442671)),5,4,531.932,42
(x:Integer -> (Integer)),Abstract Integer,(\x:Integer -> x),2,2,343.0,42
(x:Integer -> (Integer)),Abstract Integer,(+Int 26),3,2,458.449,68
(x:Integer -> (Integer)),Abstract Integer,(\x:Integer -> -372),2,2,378.093,-372
(x:Integer -> (Integer)),Abstract Integer,(if False then (if True then (\x:Integer -> x) else (/Int -87)) else (\x:Integer -> x)),11,4,904.971,42
(x:Integer -> (Integer)),Abstract Integer,(\x:Integer -> (if (if True then True else False) then (if False then 450 else x) else x)),11,4,939.094,42
(x:Integer -> (Integer)),Abstract Integer,(\x:Integer -> -343),2,2,377.205,-343
(x:Integer -> (Integer)),Abstract Integer,(if (if False then True else False) then (\x:Integer -> 258) else (\x:Integer -> x)),9,3,751.503,42
(x:Integer -> (Integer)),Abstract Integer,(\x:Integer -> x),2,2,343.0,42
(x:Integer -> (Integer)),Abstract Integer,(if ((>=Int 94) 176) then (\x:Integer -> 540) else (-Int 525)),11,4,995.235,483
(x:Integer -> (Integer)),Abstract Integer,(\x:Integer -> x),2,2,343.0,42
(x:Integer -> (Integer)),Abstract Integer,(\x:Integer -> -413),2,2,378.773,-413
(x:Integer -> (Integer)),Abstract Integer,(*Int -27),3,2,457.918,-1134
(x:Integer -> (Integer)),Abstract Integer,(\x:Integer -> x),2,2,343.0,42
(x:Integer -> (Integer)),Abstract Integer,(if True then (+Int 149) else (\x:Integer -> 440)),7,3,637.028,191
(x:Integer -> (Integer)),Abstract Integer,(\x:Integer -> -723),2,2,382.437,-723
(x:Integer -> (Integer)),Abstract Integer,(\x:Integer -> x),2,2,343.0,42
(x:Integer -> (Integer)),Abstract Integer,(\x:Integer -> x),2,2,343.0,42
(x:Integer -> (Integer)),Abstract Integer,(if True then (\x:Integer -> x) else (if False then (\x:Integer -> -782) else (\x:Integer -> x))),10,4,846.045,42
(x:Integer -> (Integer)),Abstract Integer,(\x:Integer -> x),2,2,343.0,42
(x:Integer -> (Integer)),Abstract Integer,(\x:Integer -> 46),2,2,372.011,46
(x:Integer -> (Integer)),Abstract Integer,(\x:Integer -> (if False then x else x)),5,3,485.0,42
(x:Integer -> (Integer)),Abstract Integer,(if False then (\x:Integer -> 73) else (\x:Integer -> x)),6,3,532.487,42
(x:Integer -> (Integer)),Abstract Integer,(\x:Integer -> -51),2,2,371.181,-51
(x:Integer -> (Integer)),Abstract Integer,(if True then (\x:Integer -> x) else (\x:Integer -> 457)),6,3,524.909,42
(x:Integer -> (Integer)),Abstract Integer,(if (! True) then (\x:Integer -> -104) else (\x:Integer -> x)),8,3,671.391,42
(x:Integer -> (Integer)),Abstract Integer,(if (! (if True then False else True)) then (\x:Integer -> -638) else (*Int -654)),12,4,1045.596,-638
(x:Integer -> (Integer)),Abstract Integer,(if False then (if False then (\x:Integer -> 216) else (% 99)) else (if True then (\x:Integer -> -560) else (\x:Integer -> x))),15,4,1275.202,-560
(x:Integer -> (Integer)),Abstract Integer,(\x:Integer -> (if False then x else x)),5,3,485.0,42
(x:Integer -> (Integer)),Abstract Integer,(+Int 148),3,2,462.165,190
(x:Integer -> (Integer)),Abstract Integer,(\x:Integer -> -106),2,2,372.62,-106
(x:Integer -> (Integer)),Abstract Integer,(\x:Integer -> x),2,2,343.0,42
(x:Integer -> (Integer)),Abstract Integer,(\x:Integer -> x),2,2,343.0,42
(x:Integer -> (Integer)),Abstract Integer,(\x:Integer -> x),2,2,343.0,42
(x:Integer -> (Integer)),Abstract Integer,(\x:Integer -> -14),2,2,370.602,-14
(x:Integer -> (Integer)),Abstract Integer,((if True then +Int else +Int) -566),6,3,629.455,-524
(x:Integer -> (Integer)),Abstract Integer,(\x:Integer -> -236),2,2,372.154,-236
(x:Integer -> (Integer)),Abstract Integer,(\x:Integer -> -276),2,2,372.999,-276
