Typee,Pretty Typee,Individual,Tree Size,Tree Depth,Diversity,Semantic Diversity
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(\a:Integer -> (if True then (\b:Integer -> -207) else (if (((if False then (\fresh_2:Integer -> !) else (\fresh_2:Integer -> !)) a) True) then (((\fresh_9:Boolean -> (\fresh_8:Boolean -> (\b:Integer -> a))) (if False then (if True then False else (if False then False else True)) else False)) True) else (if False then (if (if True then ((\fresh_10:Boolean -> True) False) else True) then (\b:Integer -> b) else (\b:Integer -> b)) else (\b:Integer -> ((if True then (if False then (\fresh_13:Integer -> b) else (-Int 148)) else (\fresh_13:Integer -> a)) 519)))))),61,10,7806.173,-207
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,+Int,1,1,4920.0,84
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(if False then (\a:Integer -> ((if True then (\fresh_15:Object -> (% a)) else ((\fresh_17:Object -> (\fresh_15:Object -> (\b:Integer -> 119))) ((\fresh_18:Top -> "XZtWQbnUQYJdyqThNoRbsmzxIkzSkxBasReGBWylqGOBkVgDRycWNFPXJViRhqXkuvSedbbwwsGLxmDKOjcmSKsAcdbNX") 35.01172384781627))) 306)) else +Int),21,9,5681.156,84
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,*Int,1,1,4911.0,1764
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,((if True then (if (if True then (if ((\fresh_92:Double -> (if False then True else True)) -149.07307464083695) then False else (if False then False else True)) else True) then ((if ((<=Int -468) -725) then (if True then (\fresh_97:Top -> (\fresh_91:Boolean -> +Int)) else (\fresh_97:Top -> (\fresh_91:Boolean -> /Int))) else (\fresh_97:Top -> (\fresh_91:Boolean -> +Int))) <=Int) else (if True then ((\fresh_188:Boolean -> (if ((if True then ! else !) fresh_188) then (\fresh_91:Boolean -> -Int) else (\fresh_91:Boolean -> *Int))) ((\fresh_189:Integer -> False) -338)) else (if (if True then (if (if (if True then True else False) then False else True) then True else False) else (! False)) then (if (if False then False else True) then (\fresh_91:Boolean -> -Int) else (if True then (if False then (\fresh_91:Boolean -> *Int) else (\fresh_91:Boolean -> %)) else (\fresh_91:Boolean -> %))) else (\fresh_91:Boolean -> +Int)))) else (if False then (\fresh_91:Boolean -> %) else (\fresh_91:Boolean -> (if True then (if False then % else (if False then -Int else -Int)) else (((\fresh_323:Object -> (\fresh_322:Integer -> %)) "eSZqzLwlnTtencWwwzJZWNqgEVvaouBdLHjErbFkIrEripOlbspnJfIROrvhkvXKylWEquQE") 52))))) False),115,10,11675.47,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,((if ((if False then ((if (! True) then (\fresh_327:Object -> (if False then (==Int 77) else (>Int -580))) else (\fresh_327:Object -> (if (! False) then (\fresh_326:Integer -> False) else (\fresh_326:Integer -> True)))) /) else (if ((if (if True then True else True) then (\fresh_335:Boolean -> fresh_335) else !) (if (if False then (if False then False else True) else True) then True else False)) then (if (if True then True else True) then (\fresh_326:Integer -> ((\fresh_341:Integer -> True) fresh_326)) else (<Int 62)) else (>Int 86))) -214) then (if True then ((if True then (\fresh_350:Boolean -> (\fresh_324:Integer -> *Int)) else (\fresh_350:Boolean -> (\fresh_324:Integer -> /Int))) False) else (if (if True then (if True then True else False) else (if True then False else True)) then (if ((\fresh_390:Object -> True) False) then (\fresh_324:Integer -> (\a:Integer -> (\b:Integer -> (if True then fresh_324 else 489)))) else ((\fresh_393:Integer -> (\fresh_324:Integer -> -Int)) -727)) else (if ((if (if True then True else True) then ! else !) False) then (if False then (\fresh_324:Integer -> (if False then *Int else /Int)) else (\fresh_324:Integer -> *Int)) else ((\fresh_419:Boolean -> (\fresh_324:Integer -> +Int)) (if True then True else True))))) else (\fresh_324:Integer -> ((\fresh_429:Integer -> ((\fresh_430:String -> *Int) (if True then "HDaspUgViuWNIEoKvVSELFzxWbklHJzFGlBOIyBhNBqreBGqnFQIYnQgUTLcdBCfShRnvqOQRbEZTIJLwwccDQmIJYRcEXsYuQyTDoqKQLZsbONOvycxXGLrAzLDTgcwGZNmjcmHuRtzGNbHnwGqsEehchCJfhuclUYCCFJqiOrMAhbBXGACaTnntEwv" else "AlTXBCztpLLdaqCEfCQetaFsubURKWwvIQmYAjdpYUbfuPouhKhASXWYugZEuxO"))) -481))) ((\fresh_325:Double -> 409) 52.97100813476009)),148,10,14414.823,1764
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,((((if (if False then ((if (if False then True else True) then (<=Int (if False then -708 else -529)) else (\fresh_448:Integer -> True)) (if (if False then False else False) then 95 else -448)) else True) then (if False then (\fresh_447:Top -> (\fresh_435:Integer -> (\fresh_434:Integer -> +Int))) else (\fresh_447:Top -> (\fresh_435:Integer -> (\fresh_434:Integer -> +Int)))) else (\fresh_447:Top -> (if (if True then True else False) then (\fresh_435:Integer -> (\fresh_434:Integer -> (if True then -Int else -Int))) else (\fresh_435:Integer -> (\fresh_434:Integer -> -Int))))) 306) ((if ((\fresh_443:Integer -> True) (if (if True then (! False) else True) then 463 else -3)) then (\fresh_436:Boolean -> ((\fresh_445:Boolean -> -187) True)) else (\fresh_436:Boolean -> -118)) (if False then (if ((--> True) False) then (if False then False else (if True then True else True)) else False) else ((\fresh_442:Double -> (if True then (if False then True else False) else False)) 3.89689578002835)))) -111),102,10,10706.166,84
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,-Int,1,1,4913.0,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,-Int,1,1,4913.0,0
(a:Integer -> ((b:Integer -> (Integer)))),Refined Double Abstract Integer,(if (if False then (if (if (if False then True else False) then True else (if (! False) then ((\fresh_647:Boolean -> fresh_647) False) else False)) then True else True) else ((\fresh_648:Top -> ((if True then (\fresh_649:Integer -> False) else (>Int -660)) ((\fresh_650:Integer -> 314) 370))) -299.8765407753254)) then +Int else *Int),38,8,6422.636,1764
