Typee,Individual,Diversity,Semantic Diversity
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
z3-default LT10,1,0.0,0
