Typee,Individual,Diversity,Semantic Diversity
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
z3-qflra LT10,9,0.0,0
